ID,Average User Rating,User Rating Count,Price,Languages,Size,Update_Gap,Name,Subtitle,age_rating,Puzzle,Simulation,Action,Board,In-app Purchases,age_range,size_range
1135685892,0,14.0,0.0,1.0,244158464.0,3.0,0,0,9,0.0,0.0,1.0,0.0,1,0,5
574868512,0,14.0,0.0,1.0,1233702212.0,0.0,0,0,12,1.0,0.0,0.0,0.0,1,0,25
1256647127,1,6.0,3.99,1.0,140736512.0,25.0,0,0,9,1.0,0.0,0.0,0.0,0,0,3
512958666,0,16.0,2.99,7.0,69493688.0,155.0,0,0,9,0.0,0.0,0.0,0.0,0,0,1
448162560,0,45.0,0.0,1.0,11488256.0,2379.0,0,0,4,1.0,0.0,0.0,0.0,1,0,0
728414499,0,11.0,0.0,2.0,32803840.0,1482.0,0,0,4,1.0,0.0,0.0,0.0,0,0,1
492502890,0,26.0,0.0,1.0,120201216.0,211.0,0,0,9,0.0,0.0,0.0,0.0,1,0,2
1211978586,1,461.0,0.0,1.0,443377664.0,662.0,0,0,4,1.0,0.0,0.0,0.0,1,0,9
982281197,1,8.0,0.0,1.0,80400384.0,0.0,0,0,12,0.0,0.0,0.0,0.0,1,0,2
357708798,0,272.0,0.99,1.0,10806272.0,2833.0,0,0,4,1.0,0.0,0.0,0.0,1,0,0
1291766350,1,38.0,0.0,1.0,49048576.0,372.0,0,0,4,0.0,1.0,0.0,0.0,1,0,1
1280535470,1,7.0,0.0,2.0,104445952.0,249.0,0,0,9,0.0,0.0,0.0,0.0,1,0,2
1202820233,1,118.0,0.0,31.0,38800384.0,698.0,0,0,4,0.0,0.0,0.0,1.0,1,0,1
1173389417,0,19.0,0.0,17.0,217541632.0,90.0,0,0,9,0.0,0.0,0.0,0.0,1,0,4
1243711606,1,15.0,0.0,1.0,182324224.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1,0,4
997705892,0,18.0,0.0,1.0,54747136.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0,0,1
656752654,0,25.0,1.99,4.0,93100032.0,2061.0,0,0,4,0.0,0.0,0.0,0.0,0,0,2
790639888,0,9.0,0.0,1.0,39944192.0,0.0,0,0,4,1.0,0.0,0.0,0.0,1,0,1
1064833256,1,7.0,0.0,1.0,146112512.0,0.0,0,0,12,0.0,0.0,0.0,0.0,0,0,3
703229647,0,13.0,0.0,1.0,6430720.0,15.0,0,0,4,0.0,0.0,0.0,1.0,0,0,0
629684240,0,45.0,0.0,1.0,14826496.0,1435.0,0,0,4,0.0,0.0,0.0,0.0,0,0,0
451390680,0,8.0,0.0,33.0,73663488.0,2852.0,0,0,4,1.0,0.0,0.0,0.0,0,0,1
799471892,1,2049.0,3.99,7.0,164665344.0,1089.0,0,0,4,0.0,0.0,0.0,0.0,0,0,3
917102761,0,8.0,0.0,1.0,25193472.0,543.0,0,0,9,0.0,0.0,0.0,0.0,0,0,0
932500451,1,25757.0,0.0,10.0,378431488.0,992.0,0,0,9,0.0,0.0,0.0,0.0,1,0,8
967933309,0,17.0,0.0,1.0,18551808.0,746.0,0,0,4,1.0,0.0,0.0,0.0,1,0,0
762014885,0,5.0,0.0,1.0,20320256.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0,0,0
1197355554,1,6.0,0.0,1.0,56954880.0,190.0,0,0,4,0.0,0.0,0.0,0.0,1,0,1
1438456416,1,33.0,0.0,1.0,23578624.0,2.0,0,0,17,0.0,1.0,0.0,0.0,0,1,0
1318066422,0,33.0,0.0,1.0,31753216.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0,0,1
