,Average User Rating,User Rating Count,Price,In-app Purchases,Languages,Size,Update_Gap,Name,Subtitle,age_rating,GenreList,Puzzle,Simulation,Action,Board
5828,3.5,6,0,"4.99, 1.99",1,15980544,210 days 00:00:00.000000000,0,0,12,  Role Playing    ,0,0,0,0
5829,3,6,0,"4.99, 0.99, 4.99",1,437855232,0 days 00:00:00.000000000,0,0,9,  Adventure    Photo   Video,0,0,0,0
5830,2.5,129,0,"1.99, 4.99, 0.99, 1.99",1,152649728,113 days 00:00:00.000000000,0,0,9,      Simulation,0,1,0,0
5831,3,14,0,"1.99, 4.99, 4.99, 4.99, 9.99, 14.99, 4.99, 49.99",1,427601920,420 days 00:00:00.000000000,0,0,17,  Role Playing  ,0,0,0,0
5832,4.5,7,0,"3.99, 8.99, 17.99, 0.99, 44.99",1,186962944,294 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
5833,5,5,0,"0.99, 8.99, 3.99, 3.99",1,171342848,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5834,4.5,269,0,"0.99, 2.99, 4.99, 19.99, 4.99, 19.99",1,30856192,806 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
5835,3,148,0,,6,94185472,581 days 00:00:00.000000000,0,0,4,  Social Networking  ,0,0,0,0
5836,4.5,11,0,,1,244493312,0 days 00:00:00.000000000,0,0,9,    ,0,0,0,0
5837,4.5,14,0,"4.99, 14.99, 39.99, 2.99",2,30059520,777 days 00:00:00.000000000,0,0,17,Books      Word,0,0,0,0
5838,4,28,0,"4.99, 1.99, 1.99, 1.99",1,178177024,77 days 00:00:00.000000000,0,0,9,  Simulation  ,0,1,0,0
5839,4.5,616,0,,6,149952512,309 days 00:00:00.000000000,0,1,12,Social Networking    ,0,0,0,0
5840,4,14,0.99,,1,40439808,706 days 00:00:00.000000000,0,1,4,  Board    Education,0,0,0,1
5841,4.5,8,0,"2.99, 1.99, 0.99",1,17722368,810 days 00:00:00.000000000,0,1,4,    Casual,0,0,0,0
5842,5,18,0,,2,69685248,30 days 00:00:00.000000000,0,0,4,      Role Playing,0,0,0,0
5843,4.5,6082,0,"4.99, 9.99, 4.99, 19.99, 4.99, 9.99, 19.99, 49.99, 99.99, 9.99, 4.99",11,364777472,606 days 00:00:00.000000000,0,0,9,    Card,0,0,0,0
5844,4.5,248,0,"1.99, 1.99, 1.99, 4.99, 1.99, 6.99, 19.99, 5.99, 5.99, 9.99",1,64699392,14 days 00:00:00.000000000,0,0,4,  Family    ,0,0,0,0
5845,3.5,5,0,,2,42217472,0 days 00:00:00.000000000,0,0,4,  Action  ,0,0,1,0
5846,4,7,0,"1.99, 1.99, 1.99, 7.99, 3.99",1,299440128,295 days 00:00:00.000000000,0,0,9,    Puzzle  ,1,0,0,0
5847,3,6,0,,16,29016064,0 days 00:00:00.000000000,0,0,9,    Trivia,0,0,0,0
5848,4,72,0,,31,14607360,0 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
5849,5,58,0,"4.99, 1.99, 9.99, 5.99, 2.99, 19.99, 9.99, 2.99, 2.99, 49.99",1,279552000,212 days 00:00:00.000000000,0,0,12,  ,0,0,0,0
5850,4.5,38,0,"2.99, 1.99",12,134140928,346 days 00:00:00.000000000,0,1,4,    Puzzle  ,1,0,0,0
5851,4.5,366,0,,1,139959296,479 days 00:00:00.000000000,0,1,4,    Action,0,0,1,0
5852,4.5,89891,0,"19.99, 4.99, 9.99, 0.99, 49.99, 99.99, 24.99, 2.99, 1.99, 0.99",46,223431680,800 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
5853,5,88542,0,"4.99, 0.99, 9.99, 19.99, 99.99, 49.99, 24.99, 4.99",12,180564992,788 days 00:00:00.000000000,0,0,17,  ,0,0,0,0
5854,3.5,6856,0,"1.99, 3.99, 1.99, 1.99, 9.99, 29.99, 9.99, 0.0, 0.0, 29.99, 1.99, 3.99, 1.99, 1.99, 1.99, 1.99",12,3716897792,579 days 00:00:00.000000000,0,0,12,      Simulation,0,1,0,0
5855,3.5,287,0,,3,107787264,582 days 00:00:00.000000000,0,0,4,      Trivia,0,0,0,0
5856,4,33,0,"0.99, 0.99, 0.99, 2.99",1,20440064,60 days 00:00:00.000000000,1,0,4,    Puzzle  ,1,0,0,0
5857,5,5,0,"3.99, 8.99, 17.99, 0.99",1,170974208,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5858,4.5,145,0,,1,55845888,646 days 00:00:00.000000000,0,0,4,Shopping  Puzzle    ,1,0,0,0
5859,4,6,0,"0.99, 5.99, 19.99, 19.99, 4.99, 9.99, 7.99, 34.99, 49.99",1,62992384,43 days 00:00:00.000000000,0,0,17,      Racing,0,0,0,0
5860,4.5,12,0,,1,32832512,0 days 00:00:00.000000000,0,0,9,Utilities    Action  ,0,0,1,0
5861,3.5,760,0,,1,9545728,0 days 00:00:00.000000000,0,0,4,  Action    Sports,0,0,1,0
5862,5,31,0,0.99,1,22996992,0 days 00:00:00.000000000,0,0,4,  ,0,0,0,0
5863,4.5,30,0,"2.99, 8.99, 2.99, 4.99, 2.99, 0.99",25,75266048,62 days 00:00:00.000000000,0,1,9,    Action,0,0,1,0
5864,4.5,30,0,"2.99, 8.99, 2.99, 4.99, 2.99, 0.99",25,75266048,62 days 00:00:00.000000000,0,1,9,    Action,0,0,1,0
5865,5,12,0,"1.99, 1.99, 0.99, 3.99",1,157883392,191 days 00:00:00.000000000,0,0,12,    Action,0,0,1,0
5866,5,11,0,1.99,1,64769024,85 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
5867,5,5,0,"3.99, 4.99",1,96661504,3 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
5868,3,10,0,"0.99, 0.99, 0.99, 0.99, 3.99, 0.99, 2.99, 1.99, 10.99, 0.99",7,84798464,4 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5869,4,127,0,"4.99, 4.99, 4.99, 0.99, 29.99, 29.99, 4.99, 9.99, 49.99, 99.99",10,213453824,554 days 00:00:00.000000000,0,0,4,      Role Playing,0,0,0,0
5870,5,7,0,,1,132121600,769 days 00:00:00.000000000,0,0,4,    Casual,0,0,0,0
5871,5,16,0,"9.99, 4.99, 2.99, 1.99, 0.99",1,108740608,605 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
5872,5,16,0,,1,24808448,8 days 00:00:00.000000000,0,0,4,      Casual,0,0,0,0
5873,4.5,4776,0,"0.99, 0.99, 1.99, 6.99, 4.99, 2.99, 2.99, 1.99, 9.99, 4.99",1,356920320,212 days 00:00:00.000000000,0,1,9,  Puzzle    ,1,0,0,0
5874,3.5,113,5.99,"2.99, 2.99",1,204593152,384 days 00:00:00.000000000,0,1,12,  Simulation    ,0,1,0,0
5875,4.5,96,0,"1.99, 4.99, 9.99, 2.99, 0.99, 19.99, 4.99, 1.99, 4.99, 54.99",1,192216064,326 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
5876,4,8,0,"3.99, 1.99, 2.99, 0.99",1,179211264,0 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
5877,5,77,0,"0.99, 1.99, 4.99, 9.99, 19.99, 49.99, 99.99",1,250686464,395 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
5878,5,5,0,"0.99, 1.99, 3.99",1,172620800,0 days 00:00:00.000000000,0,0,4,  Family    ,0,0,0,0
5879,1.5,5,0,"0.99, 0.99, 0.99, 2.99, 0.99",7,85724160,0 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5880,4,25,0,0.99,1,106049536,0 days 00:00:00.000000000,0,0,4,  Casual    ,0,0,0,0
5881,5,5,0,,1,360427520,123 days 00:00:00.000000000,0,0,17,    Action,0,0,1,0
5882,5,5,5.99,,1,192161792,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5883,5,8,0,,1,27868160,0 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5884,3.5,5,0,,1,19025920,6 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
5885,4.5,15420,0,"2.99, 0.99, 4.99, 0.99, 2.99, 3.99, 0.99, 9.99, 7.99, 19.99",3,146942976,607 days 00:00:00.000000000,0,1,4,  Simulation    ,0,1,0,0
5886,4.5,126,0,2.99,13,209461248,9 days 00:00:00.000000000,0,0,4,  Family    ,0,0,0,0
5887,5,45522,0,"1.99, 9.99, 19.99, 0.99, 6.99, 11.99, 3.99, 0.99, 49.99, 1.99",16,239225856,744 days 00:00:00.000000000,0,0,12,  Puzzle  ,1,0,0,0
5888,5,22,0,"0.99, 1.99, 3.99, 2.99",1,146014208,34 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
5889,3.5,51,0,"4.99, 0.99, 9.99, 99.99, 19.99, 24.99, 49.99, 14.99, 39.99, 64.99",20,166952960,363 days 00:00:00.000000000,0,0,12,  ,0,0,0,0
5890,5,10,0.99,,1,45521920,0 days 00:00:00.000000000,0,0,9,  Puzzle  ,1,0,0,0
5891,4.5,48,0,,1,100545536,0 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5892,4.5,300,0,"4.99, 0.99, 2.99, 9.99, 19.99",1,90425344,0 days 00:00:00.000000000,0,0,9,      Role Playing,0,0,0,0
5893,4.5,45,0,,1,47717376,198 days 00:00:00.000000000,0,0,9,  Adventure  ,0,0,0,0
5894,5,44,0,"1.99, 4.99, 7.99, 1.99, 1.99, 19.99, 4.99, 9.99",1,221290496,28 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
5895,5,22,0,2.99,1,81894400,0 days 00:00:00.000000000,0,0,4,  ,0,0,0,0
5896,4.5,112,0,2.99,13,346206208,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5897,5,180,0,"4.99, 4.99",13,313497600,1 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5898,4.5,157,0,"5.99, 5.99, 3.99",11,339637248,543 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5899,4.5,273,0,"4.99, 2.99, 1.99, 4.99, 4.99, 0.99, 4.99, 4.99",1,873163776,487 days 00:00:00.000000000,0,0,12,      Board,0,0,0,1
5900,3,70,0,,1,234455040,0 days 00:00:00.000000000,0,0,12,  Action  ,0,0,1,0
5901,4.5,34,0,"1.99, 4.99, 1.99, 9.99, 2.99, 4.99, 5.99, 0.99, 19.99, 8.99",7,267705344,793 days 00:00:00.000000000,0,1,4,  Simulation  Business  ,0,1,0,0
5902,4.5,38,0,"0.99, 2.99, 5.99, 3.99, 1.99, 15.99, 0.99, 8.99",1,177613824,0 days 00:00:00.000000000,0,0,4,  Family    ,0,0,0,0
5903,4,10,0,"9.99, 4.99, 0.99",1,151987200,0 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
5904,5,9,0,"0.99, 0.99, 14.99, 3.99",1,177622016,0 days 00:00:00.000000000,0,0,4,  Family    ,0,0,0,0
5905,3,23,0,"4.99, 0.99, 9.99, 4.99, 19.99, 21.99, 49.99, 19.99",8,175758336,21 days 00:00:00.000000000,0,0,9,  Role Playing  ,0,0,0,0
5906,5,7790,0,"1.99, 9.99, 0.99, 19.99, 3.99, 9.99, 6.99, 49.99, 11.99, 0.99",16,244330496,440 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
5907,4.5,29,0,"9.99, 1.99, 4.99, 29.99",16,35578880,713 days 00:00:00.000000000,0,0,4,      Board,0,0,0,1
5908,4.5,564,0,,1,251983872,105 days 00:00:00.000000000,0,0,4,    Role Playing,0,0,0,0
5909,4.5,28,0,"3.99, 1.99, 14.99, 4.99, 1.99, 0.99, 8.99",1,179321856,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5910,3.5,4547,0,"14.99, 99.99, 7.99, 2.99, 49.99, 0.99, 5.99, 4.99, 0.99, 2.99",1,167003136,754 days 00:00:00.000000000,0,0,12,    Simulation,0,1,0,0
5911,5,15,0,0.99,1,31441920,704 days 00:00:00.000000000,0,0,4,  ,0,0,0,0
5912,4.5,80880,0,"0.99, 6.99, 1.99, 0.99, 2.99, 0.99, 9.99, 2.99, 6.99, 9.99, 3.99, 4.99",11,611437568,770 days 00:00:00.000000000,0,0,12,  Action  ,0,0,1,0
5913,2.5,10,0,"1.99, 1.99",1,32385024,452 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
5914,4.5,60,0,"4.99, 1.99, 4.99, 1.99, 9.99, 9.99, 1.99, 1.99, 1.99, 4.99",2,292346880,429 days 00:00:00.000000000,0,0,17,    Simulation,0,1,0,0
5915,4,5,0.99,"0.99, 4.99, 3.99, 9.99, 99.99, 14.99, 1.99, 29.99, 49.99",6,330313728,425 days 00:00:00.000000000,0,0,9,  Social Networking    Card,0,0,0,0
5916,4.5,159,0,"1.99, 0.99, 3.99, 9.99, 3.99, 8.99, 9.99, 19.99, 3.99, 1.99",1,128362496,312 days 00:00:00.000000000,0,0,9,    Action,0,0,1,0
5917,5,34,0,"3.99, 6.99, 7.99, 6.99, 6.99, 11.99, 0.99, 19.99, 6.99, 14.99",1,186795008,58 days 00:00:00.000000000,0,0,12,    Action  Reference,0,0,1,0
5918,4.5,1489,0,"0.99, 4.99, 9.99, 14.99, 2.99, 2.99, 29.99, 0.99, 4.99, 0.99",9,286633984,559 days 00:00:00.000000000,0,1,9,  Card  ,0,0,0,0
5919,4.5,15,0,"0.99, 1.99, 4.99, 14.99",1,182324224,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5920,5,16,0.99,,10,76055552,240 days 00:00:00.000000000,0,1,4,    Puzzle  ,1,0,0,0
5921,4.5,17,0,,1,162649088,696 days 00:00:00.000000000,0,1,9,  Casual    ,0,0,0,0
5922,4.5,9,3.99,"4.99, 0.99, 4.99, 0.99, 9.99, 0.99, 9.99, 2.99, 4.99, 19.99",1,38537216,0 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
5923,4.5,282,0.99,,1,22059008,287 days 00:00:00.000000000,0,0,17,    Puzzle,1,0,0,0
5924,4.5,328,0,,1,26003456,285 days 00:00:00.000000000,0,0,17,    Puzzle,1,0,0,0
5925,3.5,21,0,,1,449349632,18 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5926,5,15,0,"1.99, 4.99, 0.99, 9.99",2,108700672,436 days 00:00:00.000000000,0,0,4,    Adventure,0,0,0,0
5927,4.5,2792,0,"2.99, 6.99, 4.99, 0.99, 6.99, 0.99, 2.99, 2.99, 2.99, 1.99",1,94497792,596 days 00:00:00.000000000,0,0,4,      Casual,0,0,0,0
5928,4,21,0,,1,24976384,147 days 00:00:00.000000000,0,0,17,    Action  Reference,0,0,1,0
5929,4,21,0,"1.99, 4.99, 2.99, 9.99, 0.99, 5.99, 54.99, 2.99, 7.99, 20.99",31,155187200,0 days 00:00:00.000000000,0,0,12,  Puzzle  ,1,0,0,0
5930,4.5,167,0,,1,156670976,549 days 00:00:00.000000000,1,0,4,    Education  Word,0,0,0,0
5931,4.5,285,4.99,,6,4005591040,16 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5932,5,5,0,"0.99, 1.99, 2.99, 3.99, 4.99",1,148819968,11 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
5933,4.5,116,0,"9.99, 0.99, 9.99, 4.99, 4.99, 9.99, 19.99, 19.99",1,98775040,398 days 00:00:00.000000000,0,0,9,    Simulation  ,0,1,0,0
5934,4.5,27,0,"4.99, 2.99, 1.99, 19.99, 0.99, 0.99, 0.99, 0.99, 1.99, 9.99",1,57605120,0 days 00:00:00.000000000,0,1,4,  Puzzle  ,1,0,0,0
5935,4.5,504,0,"0.99, 5.99, 4.99, 0.99, 1.99, 0.99, 2.99, 1.99, 4.99, 7.99",1,251311104,34 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
5936,4.5,57,2.99,"4.99, 0.99, 1.99, 4.99, 1.99, 0.99",1,67812352,544 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5937,4.5,648,0,"9.99, 9.99, 4.99, 9.99, 9.99, 9.99, 0.99, 4.99, 0.99, 4.99, 9.99",5,159161344,215 days 00:00:00.000000000,0,0,9,  Role Playing  ,0,0,0,0
5938,4,59,0,"4.99, 0.99, 9.99, 19.99, 2.99, 4.99, 49.99, 99.99, 9.99, 4.99",4,772075520,217 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5939,4,42,0,"4.99, 0.99, 2.99, 0.99, 0.99, 1.99, 1.99, 1.99, 2.99",1,99473408,31 days 00:00:00.000000000,0,0,12,  Adventure  ,0,0,0,0
5940,5,29,0,1.99,1,53471232,169 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
5941,4.5,10575,0,"1.99, 4.99, 9.99, 1.99, 4.99, 4.99, 9.99, 2.99, 0.99, 4.99",7,204644352,752 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
5942,4,48,0,,1,78435328,149 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
5943,4.5,39,0,"4.99, 9.99, 19.99, 1.99",1,1156056064,476 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
5944,3,69,0,,1,14168064,8 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5945,4.5,96,0,"2.99, 9.99, 2.99, 28.99, 94.99, 4.99, 9.99, 4.99, 9.99, 9.99",1,111738880,765 days 00:00:00.000000000,0,1,9,      Role Playing,0,0,0,0
5946,4.5,245,0,"1.99, 3.99, 9.99, 1.99, 0.99, 1.99, 1.99, 0.99, 3.99, 9.99",10,172836864,56 days 00:00:00.000000000,0,1,4,  Puzzle  ,1,0,0,0
5947,5,10,0,,1,118484992,6 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
5948,5,19336,4.99,"6.99, 12.99, 4.99, 2.99, 5.99, 16.99, 2.99, 2.99, 6.99, 2.99",10,751147008,168 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
5949,4.5,18,0,"0.99, 0.99",7,149909504,620 days 00:00:00.000000000,0,0,12,      Casual,0,0,0,0
5950,4.5,66,0,,1,45241344,525 days 00:00:00.000000000,0,0,12,Music    Music  ,0,0,0,0
5951,5,5,0,,1,46187520,11 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
5952,5,43,0,"2.99, 19.99, 9.99, 0.99, 2.99",5,107823104,443 days 00:00:00.000000000,0,1,9,  ,0,0,0,0
5953,4.5,566,0,"1.99, 19.99, 3.99, 4.99, 94.99, 1.99, 0.99, 9.99, 9.99, 3.99",1,321665024,484 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
5954,4,11,0,1.99,1,40525824,27 days 00:00:00.000000000,0,0,4,  Casual  ,0,0,0,0
5955,5,78,0,"4.99, 1.99, 1.99, 0.99, 8.99, 14.99, 3.99, 17.99, 0.99",1,188539904,0 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
5956,4,126,0,,2,91809792,19 days 00:00:00.000000000,0,0,4,  Action    ,0,0,1,0
5957,4.5,46,0,"9.99, 12.99, 4.99, 49.99, 49.99, 49.99",1,315420672,408 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5958,3,11,0,"1.99, 3.99",1,82552832,14 days 00:00:00.000000000,0,0,17,    Simulation,0,1,0,0
5959,5,8,0,0.99,2,44268544,147 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5960,1.5,5,0,4.99,2,88308736,732 days 00:00:00.000000000,0,1,4,    Board  ,0,0,0,1
5961,5,52,4.99,,1,27311104,301 days 00:00:00.000000000,0,0,9,  Adventure  ,0,0,0,0
5962,4,20,0,"1.99, 6.99, 4.99, 19.99, 49.99, 9.99",1,481046528,164 days 00:00:00.000000000,0,1,4,  Sports    ,0,0,0,0
5963,4,17,0,,1,20235264,84 days 00:00:00.000000000,0,0,4,    Lifestyle  Casual,0,0,0,0
5964,4,222,0,"0.99, 1.99, 4.99, 4.99, 1.99, 14.99, 2.99, 9.99, 20.99, 12.99",1,312123392,105 days 00:00:00.000000000,0,0,9,  ,0,0,0,0
5965,3.5,12,0,"0.99, 0.99",1,82418688,40 days 00:00:00.000000000,0,0,9,    Sports  Sports,0,0,0,0
5966,3.5,6,0,"0.99, 0.99",1,171214848,126 days 00:00:00.000000000,0,1,9,  Board  ,0,0,0,1
5967,5,76,0,"17.99, 6.99, 2.99, 2.99, 9.99, 0.99, 49.99, 99.99, 1.99, 9.99",1,128904192,266 days 00:00:00.000000000,0,0,4,    Action,0,0,1,0
5968,4.5,18,0,"6.99, 2.99, 4.99, 0.99, 49.99, 1.99, 2.99, 1.99, 19.99",1,243068928,453 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
5969,4.5,129,0,"3.99, 3.99, 1.99, 0.99, 4.99, 14.99, 3.99, 1.99",6,138133504,628 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
5970,5,11,0,,1,15496192,14 days 00:00:00.000000000,0,0,4,  Casual  ,0,0,0,0
5971,4,19,0,"0.99, 1.99, 6.99, 9.99, 9.99, 14.99, 4.99, 19.99, 9.99, 29.99",31,134901760,250 days 00:00:00.000000000,0,0,9,  ,0,0,0,0
5972,4.5,65,0,"0.99, 4.99, 4.99, 0.99, 24.99, 3.99, 9.99, 3.99, 3.99, 4.99",1,144876544,489 days 00:00:00.000000000,0,1,12,  Simulation    ,0,1,0,0
5973,4.5,595,0,"4.99, 3.99, 4.99, 1.99, 5.99, 7.99, 11.99",11,60456960,15 days 00:00:00.000000000,0,1,9,  Action    ,0,0,1,0
5974,4,25,2.99,,2,97822720,146 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
5975,3,8,0,"1.99, 3.99, 8.99, 19.99, 8.99",1,57569280,14 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
5976,4,74,0,,1,43257856,642 days 00:00:00.000000000,0,0,12,    Simulation  ,0,1,0,0
5977,4.5,14,0,1.99,1,55998464,204 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
5978,4.5,369,0,"1.99, 9.99, 4.99, 9.99, 4.99, 2.99, 19.99, 39.99, 19.99, 9.99",1,233402368,347 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
5979,4,825,0,"0.99, 2.99, 2.99, 5.99, 0.99, 1.99",1,172680192,372 days 00:00:00.000000000,0,0,4,    Action,0,0,1,0
5980,4.5,34,0,"0.99, 3.99, 10.99, 14.99, 99.99, 9.99, 30.99, 49.99, 69.99",1,193906688,154 days 00:00:00.000000000,0,0,12,  Role Playing    ,0,0,0,0
5981,4,9,0,"0.99, 0.99, 2.99, 0.99, 0.99, 0.99, 1.99, 0.99, 0.99, 0.99",1,566548480,368 days 00:00:00.000000000,0,1,4,    Board,0,0,0,1
5982,4.5,52,0,2.99,13,220924928,0 days 00:00:00.000000000,0,0,4,      Family,0,0,0,0
5983,5,5,0,,1,90008576,0 days 00:00:00.000000000,0,0,4,      Casual,0,0,0,0
5984,4.5,4705,0,"5.99, 1.99, 3.99, 13.99, 7.99, 29.99",7,112228352,757 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
5985,4.5,251,0,,2,83894272,575 days 00:00:00.000000000,0,1,4,    Board,0,0,0,1
5986,4.5,6,0,"89.99, 4.99, 8.99, 1.99, 17.99, 44.99, 17.99",33,189019136,0 days 00:00:00.000000000,0,0,12,    Action,0,0,1,0
5987,3.5,167,0,,1,590770176,141 days 00:00:00.000000000,0,0,12,    Action  ,0,0,1,0
5988,4,9,2.99,,1,160611328,534 days 00:00:00.000000000,0,0,4,  Sports    Adventure,0,0,0,0
5989,5,227,0,"0.99, 0.99, 4.99, 1.99, 4.99, 2.99, 2.99, 1.99, 19.99, 9.99",1,281373696,703 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
5990,4.5,179,0,"4.99, 8.99, 3.99, 1.99, 9.99, 4.99, 3.99, 8.99, 2.99, 19.99",1,286416896,535 days 00:00:00.000000000,0,0,9,  Action    Sports,0,0,1,0
5991,3.5,29,0,"0.99, 4.99, 9.99, 19.99, 4.99, 99.99, 49.99, 29.99, 89.99, 39.99",1,986294272,545 days 00:00:00.000000000,0,0,12,  Simulation    ,0,1,0,0
5992,4,301,0,"0.99, 3.99, 6.99, 15.99, 7.99, 11.99, 6.99, 31.99, 6.99, 19.99",1,157533184,132 days 00:00:00.000000000,0,0,12,  Action  ,0,0,1,0
5993,4,17,0,,2,95166464,3 days 00:00:00.000000000,0,0,9,  Puzzle    ,1,0,0,0
5994,4.5,7,0,,1,27389952,0 days 00:00:00.000000000,0,1,12,  ,0,0,0,0
5995,4.5,7,0,1.99,1,60081152,5 days 00:00:00.000000000,0,0,4,  Action  Music  ,0,0,1,0
5996,4,3026,0,"9.99, 99.99, 4.99, 0.99, 19.99, 5.99, 0.99, 49.99, 2.99, 3.99",18,342050816,739 days 00:00:00.000000000,0,0,4,    Action,0,0,1,0
5997,4,5,0,"14.99, 4.99, 1.99, 17.99, 0.99",1,204837888,0 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
5998,5,15,0,"5.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",1,42982400,376 days 00:00:00.000000000,0,0,12,Sports  Sports    ,0,0,0,0
5999,4.5,42,0,"1.99, 0.99",1,80617472,192 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
6000,4.5,3899,0.99,"4.99, 0.99, 9.99, 19.99, 49.99, 99.99",6,1503422464,447 days 00:00:00.000000000,0,0,9,  Role Playing    ,0,0,0,0
6001,4,57,0,,3,138716160,0 days 00:00:00.000000000,0,0,4,      Adventure,0,0,0,0
6002,3.5,5,0.99,"0.99, 29.99, 2.99",11,248846336,653 days 00:00:00.000000000,1,0,4,      Role Playing,0,0,0,0
6003,4,52,0,"0.99, 2.99, 2.99, 4.99, 9.99, 7.99, 2.99, 9.99, 4.99, 19.99",1,258894848,68 days 00:00:00.000000000,0,0,9,  Simulation    ,0,1,0,0
6004,4.5,5,0,0.99,1,201213952,397 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
6005,4.5,22,0,"6.99, 3.99, 12.99, 0.99, 25.99, 1.99",2,54670336,723 days 00:00:00.000000000,0,0,9,    Casual  ,0,0,0,0
6006,4,81,0,,3,122672128,0 days 00:00:00.000000000,0,0,4,    Adventure  ,0,0,0,0
6007,4.5,487,0,,2,90745856,562 days 00:00:00.000000000,0,0,4,    Sports  Lifestyle,0,0,0,0
6008,4,86,0,"0.99, 13.99, 13.99, 3.99, 18.99, 7.99, 99.99",1,138593280,280 days 00:00:00.000000000,0,0,9,  Card  ,0,0,0,0
6009,3.5,1102,0,"2.99, 39.99, 8.99, 3.99, 1.99, 1.99, 2.99, 1.99, 3.99, 8.99, 39.99, 1.99, 19.99, 39.99, 0.99, 29.99",20,98813952,352 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
6010,3,73,0,"2.99, 0.99, 9.99, 4.99, 19.99, 29.99, 49.99, 19.99",11,200951808,211 days 00:00:00.000000000,0,1,12,      Action,0,0,1,0
6011,4,1231,0,"1.99, 6.99, 12.99, 1.99, 12.99, 6.99",5,98568192,735 days 00:00:00.000000000,0,0,4,Utilities    Family  ,0,0,0,0
6012,5,10,0,,1,25792512,20 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
6013,3.5,886,0,"1.99, 15.99, 2.99, 1.99, 2.99, 1.99, 1.99, 1.99, 1.99, 1.99",1,258359296,532 days 00:00:00.000000000,0,0,9,  Simulation  ,0,1,0,0
6014,1.5,5,0,0.99,1,103013376,741 days 00:00:00.000000000,0,0,9,      Action,0,0,1,0
